matricula,codigo,disciplina,periodo,ano,curriculo,ch,nota,frequencia,status,tipo,observacao,natureza,situacaoDiscente,nomeTuma,codigoCurriculoSie
333,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,51,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
334,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,94,100,Aprovado,TURMA,,Obrigatória,Evasão,B,21A
335,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2013,Sim,60,47,100,R-nota,TURMA,,Obrigatória,Evasão,,21A
335,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2013,Sim,60,79,90,Aprovado,TURMA,,Obrigatória,Evasão,,21A
336,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,70,90,Aprovado,TURMA,,Obrigatória,Conclusão formatura,C,21A
337,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,51,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
338,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,71,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
339,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,71,100,Aprovado,TURMA,,-,Conclusão formatura,A,21A
339,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
340,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
341,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
342,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,82,100,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
343,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Evasão,,21A
344,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,62,83,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
345,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Evasão,BCC1,21A
346,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,81,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
347,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,69,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
348,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,73,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
349,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,86,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
350,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,A,21A
350,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,0,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
350,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,0,54,R-freq,TURMA,,Obrigatória,Registro ativo,BCC5,21A
350,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
351,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,14,100,R-nota,TURMA,,Obrigatória,Evasão,,21A
351,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Sim,60,21,90,R-nota,TURMA,,Obrigatória,Evasão,,21A
352,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,34,100,R-nota,TURMA,,Obrigatória,Registro ativo,C,21A
352,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2015,Sim,60,80,80,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
353,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,87,100,Aprovado,TURMA,,-,Evasão,B,21A
353,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
354,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2014,Sim,60,0,66,R-freq,TURMA,,Obrigatória,Conclusão formatura,,21A
354,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2014,Sim,60,51,85,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
355,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Conclusão formatura,A,21A
356,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,67,100,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
357,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,86,100,Aprovado,TURMA,,-,Evasão,D,21A
357,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
358,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,92,80,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
359,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,5,75,R-nota,TURMA,,Obrigatória,Evasão,B,21A
360,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,74,R-freq,TURMA,,Obrigatória,Registro ativo,C,21A
360,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,92,90,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
361,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,6,96,R-nota,TURMA,,Obrigatória,Trancamento,A,21A
361,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2015,Sim,60,99,90,Aprovado,TURMA,,Obrigatória,Trancamento,A,21A
362,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,78,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC2,21A
363,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,63,93,Aprovado,TURMA,,-,Registro ativo,B,21A
363,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
364,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,76,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC3,21A
365,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,89,94,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC4,21A
366,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Evasão,D,21A
367,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,72,100,Aprovado,TURMA,,-,Registro ativo,D,21A
367,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
368,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Evasão,B,21A
368,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,0,0,R-freq,TURMA,,Obrigatória,Evasão,B,21A
369,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,93,97,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC5,21A
370,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,100,96,Aprovado,TURMA,D,Obrigatória,Conclusão formatura,,21A
371,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,87,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
372,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2012,Sim,60,0,16,R-freq,TURMA,B,Obrigatória,Conclusão formatura,,21A
372,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2012,Sim,60,31,100,R-nota,TURMA,A,Obrigatória,Conclusão formatura,,21A
372,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2013,Sim,60,59,93,Aprovado,TURMA,B,Obrigatória,Conclusão formatura,,21A
373,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,99,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC2,21A
374,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,72,93,Aprovado,TURMA,,-,Registro ativo,B,21A
374,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
375,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,71,93,Aprovado,TURMA,,Obrigatória,Evasão,A,21A
376,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
377,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,45,100,R-nota,TURMA,,Obrigatória,Trancamento,E,21A
377,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,98,90,Aprovado,TURMA,,Obrigatória,Trancamento,B,21A
378,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,75,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
379,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,72,100,Aprovado,TURMA,,-,Registro ativo,B,21A
379,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
380,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,87,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
381,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,23,100,R-nota,TURMA,,Obrigatória,Registro ativo,B,21A
381,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,34,97,R-nota,TURMA,,Obrigatória,Registro ativo,B,21A
381,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,81,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC3,21A
382,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,84,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC3,21A
383,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,ERE 2 - A,21A
383,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,80,R-nota,TURMA,,Obrigatória,Registro ativo,C,21A
383,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2021,Não,60,10,100,R-nota,TURMA,,-,Registro ativo,IBM-1,21A
383,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,8,75,R-nota,TURMA,,Obrigatória,Registro ativo,BCC2,21A
384,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,86,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
385,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,55,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC4,21A
386,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,88,100,Aprovado,TURMA,,-,Registro ativo,A,21A
386,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
387,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,73,100,Aprovado,TURMA,,-,Conclusão formatura,A,21A
387,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
388,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,63,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
389,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,18,86,R-nota,TURMA,,-,Evasão,A,21A
389,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,15,33,R-freq,TURMA,,-,Evasão,A,21A
389,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,77,76,Aprovado,TURMA,,-,Evasão,C,21A
389,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
390,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,0,0,Aprovado,EQUIVALENCIA,,-,Conclusão formatura,,21A
390,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
391,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
392,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,92,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - C,21A
393,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,81,97,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC5,21A
394,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
395,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,96,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
396,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,83,83,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
397,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,76,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC2,21A
398,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,75,90,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
399,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,97,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
400,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,31,86,R-nota,TURMA,,-,Trancamento,D,21A
400,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,85,100,Aprovado,TURMA,,-,Trancamento,A,21A
400,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Trancamento,,21A
401,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,75,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
401,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,43,100,R-nota,TURMA,,Obrigatória,Registro ativo,ERE 2 - A,21A
402,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,50,86,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
403,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
404,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,86,100,Aprovado,TURMA,,Obrigatória,Conclusão formatura,A,21A
405,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
406,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,92,100,Aprovado,TURMA,,-,Evasão,B,21A
406,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
407,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2014,Sim,60,70,93,Aprovado,TURMA,,Obrigatória,Conclusão formatura,C,21A
408,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,81,100,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
409,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,71,100,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
410,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,86,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
411,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,80,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
412,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,3,50,R-freq,TURMA,,Obrigatória,Registro ativo,A,21A
413,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,54,83,Aprovado,TURMA,,-,Registro ativo,C,21A
413,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
414,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,29,100,R-nota,TURMA,,Obrigatória,Registro ativo,BCC3,21A
415,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,53,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
416,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,38,96,R-nota,TURMA,,Obrigatória,Trancamento,D,21A
416,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Sim,60,58,86,Aprovado,TURMA,,Obrigatória,Trancamento,A,21A
417,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,11,90,R-nota,TURMA,,Obrigatória,Registro ativo,BCC4,21A
417,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
418,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,20,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
418,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,12,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
418,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,6,67,R-freq,TURMA,,Obrigatória,Registro ativo,BCC2,21A
418,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
419,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,84,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC5,21A
420,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,53,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
421,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,96,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
422,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,81,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
423,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,R-freq,TURMA,,Obrigatória,Registro ativo,D,21A
424,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,6,80,R-nota,TURMA,,Obrigatória,Registro ativo,C,21A
424,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,80,100,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
425,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Sim,60,0,66,R-freq,TURMA,,Obrigatória,Registro ativo,D,21A
425,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Sim,60,16,66,R-freq,TURMA,,Obrigatória,Registro ativo,B,21A
425,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2019,Sim,60,16,36,R-freq,TURMA,,Obrigatória,Registro ativo,B,21A
425,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Não,60,29,75,R-nota,TURMA,,-,Registro ativo,A,21A
425,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Não,60,0,0,R-freq,TURMA,,-,Registro ativo,B,21A
425,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Não,60,0,0,Cancelado,TURMA,,-,Registro ativo,ERE 2 - A,21A
425,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Não,60,0,0,Matriculado,TURMA,,-,Registro ativo,BCC1,21A
426,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,93,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
427,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,31,100,R-nota,TURMA,,-,Registro ativo,A,21A
427,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,95,93,Aprovado,TURMA,,-,Registro ativo,A,21A
427,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
428,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,70,93,Aprovado,TURMA,,-,Registro ativo,B,21A
428,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
429,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,71,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
430,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,87,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
431,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,75,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC2,21A
432,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,70,100,Aprovado,TURMA,,-,Registro ativo,D,21A
432,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
433,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Evasão,D,21A
434,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,100,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
435,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,100,100,Aprovado,TURMA,,Obrigatória,Evasão,,21A
436,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,92,83,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
437,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,62,90,Aprovado,TURMA,,-,Registro ativo,D,21A
437,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
438,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,86,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - D,21A
439,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,80,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
440,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,71,76,Aprovado,TURMA,,Obrigatória,Evasão,,21A
441,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,94,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
442,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
443,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC3,21A
444,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,66,96,Aprovado,TURMA,,-,Registro ativo,B,21A
444,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
445,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,84,100,Aprovado,TURMA,,-,Trancamento,A,21A
445,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Trancamento,,21A
446,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,66,93,Aprovado,TURMA,,-,Conclusão formatura,,21A
446,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
447,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,85,100,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
448,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,100,Matriculado,TURMA,C,Obrigatória,Evasão,,21A
448,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Cancelado,TURMA,ERE 2 - A,Obrigatória,Evasão,,21A
449,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,46,96,R-nota,TURMA,,-,Registro ativo,A,21A
449,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,81,90,Aprovado,TURMA,,-,Registro ativo,B,21A
